,label
0,0.029940119760479042
1,0.029940119760479042
2,0.029940119760479042
3,0.029940119760479042
4,0.029940119760479042
5,0.029940119760479042
6,0.029940119760479042
7,0.029940119760479042
8,0.029940119760479042
9,0.029940119760479042
10,0.029940119760479042
11,0.029940119760479042
12,0.029940119760479042
13,0.029940119760479042
14,0.029940119760479042
15,0.029940119760479042
16,0.029940119760479042
17,0.029940119760479042
18,0.029940119760479042
19,0.029940119760479042
20,0.029940119760479042
21,0.029940119760479042
22,0.029940119760479042
0,0.029940119760479042
1,0.029940119760479042
2,0.029940119760479042
3,0.029940119760479042
4,0.029940119760479042
5,0.029940119760479042
6,0.029940119760479042
7,0.029940119760479042
8,0.029940119760479042
9,0.029940119760479042
10,0.029940119760479042
11,0.029940119760479042
12,0.029940119760479042
13,0.029940119760479042
14,0.029940119760479042
15,0.029940119760479042
16,0.029940119760479042
17,0.029940119760479042
18,0.029940119760479042
19,0.029940119760479042
20,0.029940119760479042
0,0.029940119760479042
1,0.029940119760479042
2,0.029940119760479042
3,0.029940119760479042
4,0.029940119760479042
5,0.029940119760479042
6,0.029940119760479042
7,0.029940119760479042
8,0.029940119760479042
9,0.029940119760479042
10,0.029940119760479042
11,0.029940119760479042
12,0.029940119760479042
13,0.029940119760479042
14,0.029940119760479042
15,0.029940119760479042
16,0.029940119760479042
17,0.029940119760479042
18,0.029940119760479042
19,0.029940119760479042
20,0.029940119760479042
0,0.029940119760479042
1,0.029940119760479042
2,0.029940119760479042
3,0.029940119760479042
4,0.029940119760479042
5,0.029940119760479042
6,0.029940119760479042
7,0.029940119760479042
8,0.029940119760479042
9,0.029940119760479042
10,0.029940119760479042
11,0.029940119760479042
12,0.029940119760479042
13,0.029940119760479042
14,0.029940119760479042
15,0.029940119760479042
16,0.029940119760479042
17,0.029940119760479042
18,0.029940119760479042
19,0.029940119760479042
20,0.029940119760479042
0,0.029940119760479042
1,0.029940119760479042
2,0.029940119760479042
3,0.029940119760479042
4,0.029940119760479042
5,0.029940119760479042
